trait_name,trait_def,ontology,term_id,term_label,term_definition,similarity,above_threshold
conversion efficiency,total number of eggs produced divided by engorged weight,OBA,CHEBI:62803,fuel additive,Any additive that enhances the efficiency of fuel.,0.0612,FALSE
conversion efficiency,total number of eggs produced divided by engorged weight,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,0.2283,FALSE
conversion efficiency,total number of eggs produced divided by engorged weight,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.,0.192,FALSE
conversion efficiency,total number of eggs produced divided by engorged weight,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.,0.2096,FALSE
conversion efficiency,total number of eggs produced divided by engorged weight,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.,0.2029,FALSE
conversion efficiency,total number of eggs produced divided by engorged weight,PATO,PATO:0001677,inefficient,An efficiency quality inhering in a bearer by virtue of the bearer's lacking efficiency.,0.1363,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.,0.2707,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.,0.2201,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.,0.2323,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,OBA,OBA:VT0005389,reproductive system trait,The quality when measured in reproductive system.,0.2542,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,OBA,OBA:0004643,male reproductive organ morphology,The morphology of a male reproductive organ.,0.2202,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,0.1011,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.,0.1517,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.,0.156,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.,0.1964,FALSE
reproductive efficiency index,mean number of eggs per mg weight of engorged female,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.,0.1543,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,OBA,OBA:0002007,reproductive system size,The size of a reproductive system.,0.3462,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,OBA,OBA:0002409,reproductive system displaced,The displaced of a reproductive system.,0.2661,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,OBA,OBA:2050117,reproductive behavior trait,The quality of a reproductive behavior.,0.3071,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,OBA,OBA:VT0005389,reproductive system trait,The quality when measured in reproductive system.,0.3178,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,OBA,OBA:0004643,male reproductive organ morphology,The morphology of a male reproductive organ.,0.2323,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,0.1995,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.,0.1919,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.,0.1968,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.,0.181,FALSE
reproductive efficiency index,ratio of lifetime eggs to engorged female weight,PATO,PATO:0001434,reproductive quality,An organismal quality inhering in a bearer by virtue of the bearer's ability to produce new life or offspring.,0.2352,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,OBA,OBA:2040170,sleep quality,The quality of a sleep.,0.1975,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,OBA,OBA:VT0015058,brain physiology trait,The functionality of a brain.,0.1215,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,OBA,OBA:2045295,brain connectivity attribute,The structure of a brain.,0.1048,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,OBA,CHEBI:62803,fuel additive,Any additive that enhances the efficiency of fuel.,0.0769,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,0.2471,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.,0.2215,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.,0.2391,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.,0.2259,FALSE
conversion efficiency,the ratio of laid eggs to engorged female body mass calculated as the sum of all eggs laid divided by the sum of all females laying eggs,PATO,PATO:0001677,inefficient,An efficiency quality inhering in a bearer by virtue of the bearer's lacking efficiency.,0.1614,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,OBA,OBA:VT1000294,egg quantity,The amount of a egg cell.,0.4112,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,OBA,OBA:1001091,egg shell trait,The quality of a eggshell.,0.3311,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,OBA,OBA:1001092,egg shell color,The color of a eggshell.,0.2903,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,OBA,OBA:2040151,shelled egg length,The length of a shelled egg.,0.3799,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,OBA,OBA:2040152,shelled egg width,The width of a shelled egg.,0.4094,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,PATO,PATO:0001470,ratio,A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity.,0.1657,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,PATO,PATO:0040042,decreased ratio,Example: decreased proportion of CD4 T cells relative to total T cells.,0.1845,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,PATO,PATO:0040043,increased ratio,Example: increased proportion of CD4 T cells relative to total T cells.,0.2034,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,PATO,PATO:0040071,nuclear/cytoplasmic ratio,A quality inhering in a cell by virtue of the ratio between the volume of its nucleus and the volume of its cytoplasm.,0.1976,FALSE
egg conversion ratio,mean weight of eggs / mean weight of engorged females,PATO,PATO:0040072,high nuclear/cytoplasmic ratio,A high nuclear/cytolasmic ratio is 70% or higher.,0.2027,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,OBA,OBA:2040170,sleep quality,The quality of a sleep.,0.1655,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,OBA,OBA:VT0015058,brain physiology trait,The functionality of a brain.,0.141,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,OBA,OBA:2045295,brain connectivity attribute,The structure of a brain.,0.0632,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,OBA,CHEBI:62803,fuel additive,Any additive that enhances the efficiency of fuel.,0.1913,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,PATO,PATO:0001029,efficiency,A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.,0.2442,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,PATO,PATO:0001675,decreased efficiency,An efficiency which is relatively low.,0.3609,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,PATO,PATO:0001676,increased efficiency,An efficiency which is relatively high.,0.3608,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,PATO,PATO:0045015,normal efficiency,An efficiency which is relatively normal or average.,0.3622,FALSE
conversion efficiency,Mean index of conversion efficiency- (cumulative egg weight (g)/ replete female tick wt (g) )*100,PATO,PATO:0001677,inefficient,An efficiency quality inhering in a bearer by virtue of the bearer's lacking efficiency.,0.2456,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,OBA,OBA:0004567,ovulation cycle duration,The duration of a ovulation cycle.,0.3486,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,OBA,OBA:0004569,ovulation cycle amount,The amount of a ovulation cycle.,0.3934,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,OBA,OBA:1000268,cell cycle quality,The quality of a cell cycle.,0.2898,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,OBA,OBA:2045215,menstrual cycle attribute,The quality of a menstrual cycle.,0.3664,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,OBA,OBA:VT0000427,hair cycle trait,The quality of a hair cycle.,0.3197,FALSE
gonotrophic cycle,mean number of gonotrophic cycles completed in individuals lifetime,PATO,GO:0007049,cell cycle,"The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division.",0.1831,FALSE
